NAMN2,Geo Point,Geo Shape
Stara Wieś,52.0836829999998,21.3595764999998
Karsin,53.8957999999998,17.9300694999998
Garwolin,51.8995244999998,21.5545769999998
Drawsko Pomorskie,53.5235569999998,15.8276334999998
Radymno,49.9352889999998,22.8369739999998
Sadlinki,53.6654144999998,18.8786779999998
Władysławowo,54.7908224999998,18.4014014999998
Międzybórz Sycowski,51.4011619999998,17.6524374999998
Sędziszów Małopolski,50.0754229999998,21.6969884999998
Wierzawice,50.2397454999999,22.4637714999998
Racławice Śląskie,50.3118684999998,17.7637894999998
Murowana Goślina,52.5753664999998,17.0160884999998
Złotniki,52.4954059999998,16.8358709999998
Pilawa,51.9554284999998,21.5338539999998
Wola Krzysztoporska,51.3522379999998,19.5844884999998
Trzcianka,53.0322699999998,16.4640924999998
Malczyce,51.2157189999998,16.4854404999998
Trakiszki,54.2648689999998,23.2289454999998
Zagościniec,52.3638554999998,21.2793384999998
Piekoszów,50.8710884999998,20.4459894999998
Białośliwie,53.097095499999895,17.1223809999998
Myszków,50.5761289999998,19.3229359999998
Strzelce Opolskie,50.517304999999894,18.3044889999998
Grodzisko Dolne,50.1698444999998,22.5090329999998
Rzeszów,50.0442474999998,22.0156429999998
Oleszyce,50.1590244999998,23.0490964999998
Łodygowice,49.7101789999998,19.1716374999998
Nowy Sącz,49.6073129999998,20.704409499999798
Golina,51.9064029999998,17.4594694999998
Wieluń Dąbrowa,51.2393729999998,18.553932999999798
Chojnik,49.8485849999998,20.9817384999998
Łaskarzew,51.7883434999999,21.6128674999998
Gródek,51.5710254999999,22.7873269999998
Turbia,50.6180984999998,21.9707439999998
Nowogród Bobrzański,51.8118684999998,15.2443969999998
Lubycza Królewska,50.334746499999895,23.5337019999998
Brzeg,50.8521479999998,17.4729754999998
Strumień,49.9141309999999,18.7511984999998
Wleń,51.0191914999998,15.6652909999998
Końskie,51.1922164999998,20.4215094999998
Czarnowąsy,50.7153349999998,17.9068499999998
Zbąszyń,52.2592994999998,15.8969714999998
Działdowo,53.237892499999894,20.1681669999998
Łomża,53.1713004999998,22.0636179999998
Śniadowo,53.0439264999998,21.9909044999998
Gąsocin,52.736102499999895,20.7235339999998
Męcina,49.69064099999989,20.533799499999798
Torzym,52.3120984999999,15.0596219999998
Sumina,50.1229219999998,18.4315469999998
LHS Hrubieszów,50.7936229999998,23.9476594999998
Skarżysko Kościelne,51.1222949999998,20.919530499999798
Wolica,50.7528449999998,20.4728649999998
Mikołajki Pomorskie,53.8511629999998,19.153979999999798
Klementowice,51.3615829999999,22.1122049999998
Łazy,50.4293809999998,19.3910339999998
Bliżyn,51.110007499999895,20.7586514999998
Chojna,52.9594144999998,14.4472324999998
Medyka,49.8061819999998,22.9512374999998
Mieroszów,50.6701879999998,16.1937434999998
Białobrzegi,51.5237589999998,20.0732649999998
Rzerzęczyce,50.8973244999999,19.3283334999998
Młynary,54.185850499999894,19.7446734999998
Kokotów,50.01780099999989,20.0743794999998
Warszawa Zachodnia,52.2189749999998,20.9639229999998
Wilkasy,53.9853834999998,22.641159499999798
Warka,51.7933969999998,21.1690709999998
Skwierzyna,52.5900839999999,15.5005589999998
Busko Zdrój,50.4622039999998,20.6852879999998
Raczki,53.9951269999998,22.7589104999998
Bełżec,50.3774094999998,23.4124264999998
Czarnowąsy,50.6982289999999,17.9177699999998
Grodzisk Mazowiecki,52.112912499999894,20.6305209999998
Góra,51.9553059999998,17.3701934999998
Brzeźnica Bychawska,51.5325324999998,22.7473784999998
Jonkowo,53.8155054999998,20.3029934999998
Dwikozy,50.7333259999998,21.7914644999998
Grybów,49.6325854999998,20.9660429999998
Andrychów,49.8529444999998,19.3485349999998
Rybnik,50.089631499999896,18.5489609999998
Sucha Beskidzka,49.7348804999998,19.5273689999998
Września,52.3283569999998,17.5552734999998
Włodawa,51.51566449999989,23.5850319999998
Luzino,54.5672599999998,18.1041099999998
Wesoła,52.2540364999998,21.2248704999998
Ostróda,53.7004059999998,19.9569849999998
Skępe,52.8721529999998,19.3401734999998
Strzebiń,50.6183729999998,18.8994839999998
Strzebielino Morskie,54.5623549999998,18.0320899999998
Górażdże,50.527683999999894,18.003572499999798
Pruszcz Gdański,54.2367374999998,18.6470884999998
Nowa Wieś Ełcka,53.7691009999998,22.3190864999998
Żywiec,49.6779284999998,19.1849354999998
Wieliczka,49.987551499999896,20.0519269999998
Łowicz,52.0910099999998,19.9379954999998
Międzychód,52.5982054999998,15.8836784999998
Skoczów,49.7913589999998,18.7878424999998
Kraków Główny,50.0657384999998,19.9472514999998
Białowieża,52.6916159999998,23.8682619999998
Szczecinek,53.6940309999998,16.7064929999998
Kobylin,51.7200429999998,17.2212384999998
Tuchola,53.5835174999998,17.8602399999998
Szczekociny,50.6315514999998,19.8434394999998
Bogoniowice-Ciężkowice,49.798019499999796,20.9765209999998
Marciszów,50.8480789999998,16.0125719999998
Kąty Wrocławskie,51.0560734999999,16.8253544999998
Ścinawa,51.4097039999998,16.420415499999798
Kaczory,53.1047429999998,16.883816999999798
Żary,51.6529824999998,15.1162479999998
Dankowice,49.9499744999999,19.1166994999998
Rawicz,51.6093584999998,16.8394479999998
Bobrowniki,52.0584544999998,20.0098914999998
Dębica,50.0541514999999,21.4054879999998
Inowrocław,52.8011504999998,18.2395029999998
Jędrzejów,50.6433484999998,20.2744014999998
Rudniki k/Częstochowy,50.8771939999998,19.225868499999798
Konin,52.2314339999998,18.2499819999998
Długołęka,51.1780924999998,17.1942474999998
Mrągowo,53.8586964999998,21.2975164999998
Oborniki Śląskie,51.2977724999998,16.9074079999998
Mszana Dolna,49.6730534999998,20.0771554999998
Rytel,53.7475134999998,17.7235789999998
Mordy,52.1956419999998,22.496426999999798
Skoroszyce,50.5934754999998,17.3753674999998
Henryków,50.6458379999999,17.0324919999998
Józefów,52.1362584999998,21.2365524999998
Rumia,54.5684929999999,18.3871554999998
Bełchatów,51.348707999999895,19.3759399999998
Stanisławice,49.9915809999999,20.3560414999998
Wysoka Kamieńska,53.828265499999894,14.832052499999799
Karłowice,50.8783334999999,17.7000119999998
Mosina,52.2405094999998,16.8519249999998
Ustka,54.57400799999989,16.8675704999998
Klęczany,49.6824169999998,20.5644454999998
Modlin,52.4431909999998,20.7031394999998
Ząbkowice Śląskie,50.5978434999998,16.8119639999998
Gąsocin,52.7845264999998,20.6819299999998
Piotrków Trybunalski,51.4080024999998,19.6843764999998
Lipno,52.854032499999896,19.1784419999998
Hajnówka,52.7317304999998,23.5848954999998
Lipinki,53.46419399999989,19.3186044999998
Płock,52.55274299999989,19.7115449999998
Czerna,51.7025834999998,15.883534499999799
Leńcze,49.899387999999895,19.7550919999998
Świebodzice,50.854514499999894,16.3378379999998
Dobroszyce,51.2655214999998,17.3605449999998
Szydłowiec,51.2065434999998,20.9233799999998
Wołów,51.333611999999796,16.6333009999998
Mogilno,52.6561449999998,17.9453419999998
Płońsk,52.6157869999998,20.3672134999998
Pszczółki,54.176405499999895,18.6973294999998
Komprachcice,50.6313994999998,17.8208119999998
Kępice,54.2421259999998,16.8906949999998
Ćmielów,50.88821899999989,21.5283299999998
Łosiów,50.79127199999989,17.5464699999998
Gryfino,53.2820664999998,14.5100459999998
Miasteczko Śląskie,50.4954959999998,18.8998029999998
Goniądz,53.459600499999894,22.7313874999998
Chełmża,53.184279499999796,18.5988264999998
Stalowa Wola,50.5639074999998,22.0598844999998
Zdzieszowice,50.4225489999998,18.1254714999998
Grabowno Wielkie,51.343054499999894,17.4037189999998
Głuszyca,50.68812199999989,16.353665999999798
Poddębice,51.8788109999998,18.9301799999998
Górzyca,52.4991199999998,14.657973499999999
Tarczyn,51.9686614999999,20.8283074999998
Głuchołazy,50.3287294999998,17.3941484999998
Małogoszcz,50.8499684999998,20.2762369999998
Będzin,50.3065754999998,19.1429534999998
Widzim Stary,52.061019499999894,16.1637099999998
Niedrzwica Kościelna,51.0819354999998,22.3610819999998
Lewin Brzeski,50.757803999999894,17.6162369999998
Zawiercie,50.4792504999998,19.4235134999998
Kutno,52.2282449999998,19.4286134999998
Poręba,50.4840574999998,19.3319599999998
Strzelin,50.823705999999895,17.0489229999998
Szadek,51.6802479999998,18.9615059999998
Rajcza,49.5319179999999,19.1064234999998
Ząbki,52.2933249999998,21.1153714999998
Czerniejewo,52.4222464999998,17.5650284999998
Ogorzeliny,53.6029619999998,17.547333499999798
Borowa,51.1843169999998,17.2761624999998
Warszawa Wschodnia,52.2510574999998,21.0525214999998
Terespol,52.0774224999998,23.6027119999998
Ustronie Morskie,54.2002739999998,15.7496204999998
Nowy Tomyśl,52.30412799999989,16.1294989999998
Baborów,50.155689499999895,17.9779424999998
Jeżówka,50.3949694999998,19.8772674999998
Sobolew,51.7694259999998,21.6296694999998
Ruchocice,52.1768149999998,16.3414699999998
Nurzec,52.4600139999998,23.0817159999998
Nowosielce,49.5616564999999,22.0885969999998
Puck,54.7170224999998,18.4079374999998
Rzeszotary,51.2490619999998,16.1660639999998
Swarzędz,52.404102499999894,17.0736094999998
Kruszyna,51.5708494999998,21.1780384999998
Rogów,51.8167364999998,19.8845534999998
Milanów,51.6983124999998,22.8756014999998
Kramsk,52.2451944999999,18.4806309999998
Wilkowo,52.2551179999998,15.4740414999998
Domaszków,50.2110164999998,16.6564799999998
Sopot,54.4406739999998,18.5620879999998
Somonino,54.27223649999989,18.1936859999998
Wielichowo,51.9927289999998,16.3003124999998
Sułkowice,51.9240119999998,21.0936819999998
Miechów,50.3560629999998,20.0117314999998
Śniadowo,53.0976104999998,22.0378009999998
Stary Węgliniec,51.3074574999998,15.195942999999799
Kotulin,50.4598244999999,18.4552744999998
Dąbrowa Górnicza,50.3149954999998,19.2126624999998
Darłowo,54.4183519999998,16.4026914999998
Złotów,53.3594259999998,17.0533779999998
Maków Podhalański,49.7265364999998,19.6791054999998
Widuchowa,53.123954999999896,14.4461134999998
Ostrołęka,53.0562979999998,21.6155279999998
Brzezie,52.7190534999998,18.9305039999998
Zwardoń,49.5038464999998,18.9734484999998
Lipce Reymontowskie,51.9043229999998,19.9391869999998
Zawadzkie,50.6104529999998,18.4715434999998
Lipno Nowe,51.9040854999998,16.4523319999998
Gryfino,53.2541569999998,14.493363999999799
Łuków,51.930308499999896,22.4173369999998
Gomunice,51.1627844999998,19.4865884999998
Ruda Wielka,51.2997274999998,21.0428944999998
Jeżewo,53.5073554999998,18.4890274999998
Niedźwiada,52.140190999999895,19.8856579999998
Biała Podlaska,52.020129999999895,23.1265519999998
Bierutów,51.1278659999998,17.5471959999998
Biała Podlaska,52.01839749999989,23.1709354999998
Brzeg Dolny,51.2667849999998,16.7254369999998
Mszczonów,51.9646124999998,20.5219419999998
Środa Śląska,51.1894784999998,16.6137559999998
Kostrzyn,52.5889974999998,14.6456344999998
Gorzów Wielkopolski,52.726927499999896,15.225419999999799
Ozorków,51.9756964999998,19.2650074999998
Celestynów,52.0577944999998,21.3935679999998
Nowogard,53.6653069999998,15.1191254999998
Kobylnica,52.4449809999998,17.0767259999998
Ustroń,49.7280254999998,18.8009474999998
Warlubie,53.585061999999894,18.620146499999798
Gościszów,51.1579279999998,15.448572999999799
Jedlnia-Letnisko,51.4308979999998,21.3366444999998
Gromnik,49.8330359999998,20.9604764999998
Bolesławiec,51.2670359999999,15.577020499999799
Oleśnica,51.200109999999896,17.3879774999998
Gierałtowice,50.2355974999998,18.7380744999998
Pępowo,51.7369024999998,17.1129879999998
Nędza,50.15579199999989,18.2912279999998
Kunów,50.9676804999998,21.2957279999998
Sulechów,52.092946999999796,15.6195314999998
Grodzisk Wielkopolski,52.2298554999998,16.3646424999998
Odolanów,51.5744054999998,17.6676924999998
Ryczywół,52.8080704999998,16.8356509999998
Łodygowice,49.72559499999989,19.1405069999998
Balin,50.1765799999998,19.3885149999998
Zakrzewo Złotowskie,53.41701499999989,17.1423674999998
Gołańcz,52.9473694999998,17.3051054999998
Łeba,54.7572674999998,17.5520504999998
Czudec,49.9398479999998,21.8367734999998
Rudziniec Gliwicki,50.3666469999998,18.3989174999998
Zduny,51.6465909999998,17.3666444999998
Police,53.549882999999895,14.565032999999799
Nowa Ruda,50.587346999999895,16.511272499999798
Pogórze,49.8102539999998,18.8293199999998
Olsztynek,53.5863444999998,20.2960269999998
Żory,50.0526694999998,18.7021069999998
Podlasek,53.5556164999998,22.5353324999998
Głubczyce,50.1977934999998,17.8112609999998
Sędziszów,50.5765439999998,20.0844959999998
Lędziny,50.129552499999896,19.1235144999998
Kobierzyce,50.970440999999894,16.923674499999798
Dęblin,51.5327139999998,21.861993499999798
Jeżówka,50.4029424999998,19.8258459999998
Stryków,51.9107534999998,19.5938979999998
Szaflary Wieś,49.3766534999998,20.0075714999998
Tłuszcz,52.4288554999998,21.4313199999998
Biskupiec Reszelski,53.8680419999998,20.9565289999998
Bierzwnik,53.0254004999998,15.6550309999998
Sępólno Krajeńskie,53.4564084999998,17.5401139999998
Jelenia Góra,50.903257999999894,15.753467999999799
Ostrów Mazowiecka,52.8075019999998,21.9102344999998
Ślesin,53.15587049999989,17.6961189999998
Garbatka-Letnisko,51.4954059999998,21.6309609999998
Cykarzew Stary,50.9554319999998,19.1662169999998
Tarnów Opolski,50.5754614999998,18.0712374999998
Zakopane,49.2999084999998,19.9616989999998
Opole Główne,50.6570649999998,17.9340069999998
Rostarzewo,52.1349189999999,16.2024094999998
Leżajsk,50.2691669999998,22.4167529999998
Rynarzewo,53.0733844999998,17.8126184999998
Spytkowice,49.9953459999998,19.4796774999998
Tomaszów Mazowiecki,51.5458889999998,20.0340059999998
Włoszczowa,50.8374949999998,20.0139929999998
Zarzecze,50.3615319999998,19.6957439999998
Świebodzin,52.2445479999998,15.5389784999998
Żerków,52.0684959999998,17.4978169999998
Jarosław,50.0099289999998,22.6821349999998
Głogówek,50.3470779999998,17.8748729999998
Jeleśnia,49.65198649999989,19.3234
Bardo,50.5046164999999,16.7396544999998
Mysłaków,52.0929274999998,20.0185084999998
Kamieńsk,51.1820524999999,19.4924004999998
Kuźnica Białostocka,53.5147999999998,23.6438054999998
Czechowice-Dziedzice,49.9152874999998,19.0039109999998
Radziechowy Wieprz,49.6509224999998,19.1673544999998
Niepołomice,50.0512704999998,20.1635924999998
Stare Bojanowo,51.99488099999989,16.5843854999998
Grębocin,53.0472809999998,18.6842094999998
Pasłęk,54.0563834999998,19.6566274999998
Krośnice,51.4712789999998,17.3737469999998
Chojnice,53.6882889999998,17.5762914999998
Dobiegniew,52.9687104999998,15.7460059999998
Kcynia,52.9977039999998,17.5023614999998
Popielów,50.8295749999998,17.7627649999998
Bytom Odrzański,51.7262914999998,15.8208849999998
Miłosław,52.2076709999998,17.4766474999998
Kobylany,52.039142999999896,23.5641099999998
Piastów,52.1818329999998,20.8403214999998
Lipinki Łużyckie,51.6494489999998,15.0082414999998
Ruszów,51.400364499999895,15.176237999999799
Jeżów Sudecki,50.9245174999998,15.7375604999998
Trzebinia,50.1540174999998,19.4539159999998
Mąkowarsko,53.4040504999998,17.8182679999998
Czernikowo,52.9386884999998,18.9553499999998
Kobierzyce,51.0099459999998,16.9527519999998
Orzysz,53.8033714999998,21.9380924999998
Błonie,52.1863014999998,20.6096839999998
Namysłów,51.0745849999998,17.7162529999998
Wolsztyn,52.081177499999896,16.1419564999998
Piaseczno,52.066005499999896,21.0178809999998
Nietkowice,52.05299049999989,15.359184499999799
Pyrzyce,53.1477314999998,14.8847524999998
Żydowo,52.4526114999998,17.5683009999998
Pisarzowa,49.6958904999998,20.480233499999798
Sieniawa Żarska,51.6366124999998,15.0607624999998
Pabianice,51.661511999999895,19.3256994999998
Mikołajki,53.8100844999998,21.5858334999998
Kórnik,52.2827709999998,17.1015544999998
Wola Baranowska,50.4699444999999,21.5563479999998
Kowalewo Pomorskie,53.162519999999994,18.8674299999998
Śmigiel,51.9791609999998,16.3114994999998
Kalisz Pomorski,53.2770579999998,15.8816824999998
Łęgowo,52.1324589999998,15.6759934999998
Klewki,53.7276659999998,20.5911399999998
Pisz,53.631463999999895,21.7964744999998
Bystra Podhalańska,49.6459454999998,19.7974464999998
Baranowo,53.8200154999998,21.447407499999798
Gryfów Śląski,51.0363544999998,15.4274659999998
Ryki,51.6065169999999,21.9452344999998
Puszczykowo,52.2962714999999,16.8714229999998
Łysomice,53.0823279999999,18.6187669999998
Imielin,50.1438709999998,19.1753569999998
Bogatynia,50.9097454999998,14.9575514999998
Rzemień,50.2183569999998,21.5070974999998
Czyżowice,49.9736144999999,18.4228409999998
Koźmin Wielkopolski,51.83256,17.4435364999998
Sulów,50.9012969999998,22.3306304999998
Libiąż,50.1138749999998,19.3230809999998
Morąg,53.9187454999998,19.9245259999998
Osie,53.5948204999998,18.3422754999998
Pamiątkowo,52.553830999999796,16.6850994999998
Leszno,51.860085999999896,16.6186489999998
Wiśniowa,49.8666304999998,21.6534294999998
Więcbork,53.3471534999998,17.4712829999998
Koniecpol,50.7765554999998,19.701143499999798
Zagórz,49.5094094999998,22.2607909999998
Złocieniec,53.5288734999998,16.0143164999998
Dziemiany,54.013836999999796,17.7768749999998
Rypin,53.0690194999998,19.4277139999998
Kozienice,51.5407324999998,21.6449214999998
Lubaczów,50.1659814999998,23.1260574999998
Zgierz,51.8146174999998,19.457440499999798
Strzałkowo,52.3106304999998,17.8067724999998
Słupca,52.2876229999999,17.8519164999998
Międzyrzecz,52.4456884999998,15.5918899999998
Elbląg,54.1506599999998,19.4180634999998
Knurów,50.2174654999998,18.6847634999998
Kościerzyna,54.1204734999998,17.994176999999798
Brodnica,53.2626574999999,19.4044089999998
Krypno Wielkie,53.28590499999989,22.8941954999998
Gliwice,50.3011424999999,18.6761104999998
Tłuszcz,52.4157574999998,21.3996399999998
Wschowa,51.794214499999796,16.3178459999998
Dobra k/Limanowej,49.724088499999894,20.2508879999998
Międzylesie,50.1455414999998,16.6552149999998
Wydminy,53.9749699999998,22.0352929999998
Gołąb,51.5006589999998,21.9193329999998
Kalwaria Zebrzydowska,49.8671589999998,19.6239624999998
Serock,53.3585739999998,18.0883734999998
Szczepanów,50.8986414999999,16.6255689999998
Kolonowskie,50.650929999999896,18.3913509999998
Syców,51.2894484999998,17.7117574999998
Rzezawa,49.9845409999998,20.5127029999998
Nisko,50.5260674999998,22.1052074999998
Lubomino,54.06620649999989,20.232552499999798
Małdyty,53.9215149999998,19.7349804999998
Radomsko,51.075078999999896,19.4376974999998
Piasek,50.012610499999894,18.9400889999998
Zgierz,51.8498469999998,19.4260324999998
Biadki,51.6771654999998,17.5665484999998
Otwock,52.1069554999998,21.2655769999998
Gierałtów,51.18610749999989,15.3027444999998
Rabka Zdrój,49.6105444999998,19.9521754999998
Siewierz,50.47986149999989,19.2379964999998
Wojnowice,50.0640064999998,18.1336689999998
Chociwel,53.4707239999999,15.3352404999998
Węgliniec,51.2901989999998,15.224484999999799
